iso;gebietsname;wahlbet;a_ungueltig;a_spoe;a_oevp;a_fpoe;a_gruene;a_neos;a_pilz;a_gilt;a_floe;a_kpoe;a_weisse;gewinner;spoe;oevp;fpoe;gruene;neos;pilz;gilt;floe;kpoe;weisse
31535;Raxendorf;82.7076223;2.338376891;18.30985915;47.32394366;27.18309859;1.408450704;2.676056338;1.267605634;1.690140845;0.14084507;0;0;oevp;130;336;193;10;19;9;12;1;0;0
31537;Ruprechtshofen;79.10529187;2.137931034;11.205074;46.08879493;31.43058492;1.832276251;3.805496829;2.959830867;1.62085976;0.563777308;0.21141649;0.281888654;oevp;159;654;446;26;54;42;23;8;3;4
31539;St. Leonhard am Forst;75.52978808;1.535203812;16.02150538;39.56989247;31.82795699;1.88172043;4.623655914;3.010752688;1.612903226;0.322580645;0.591397849;0.537634409;oevp;298;736;592;35;86;56;30;6;11;10
31540;St. Martin-Karlsbach;78.69440459;1.731996354;26.716141;36.54916512;28.66419295;1.20593692;3.710575139;1.391465677;0.742115028;0.185528757;0.742115028;0.092764378;oevp;288;394;309;13;40;15;8;2;8;1
31541;St. Oswald;73.99103139;1.818181818;16.66666667;54.32098765;21.91358025;1.080246914;2.932098765;2.00617284;0.462962963;0;0.308641975;0.308641975;oevp;108;352;142;7;19;13;3;0;2;2
31542;Schönbühel-Aggsbach;76.5606596;1.230769231;18.53582555;37.38317757;27.88161994;2.647975078;6.697819315;4.361370717;2.180685358;0;0.31152648;0;oevp;119;240;179;17;43;28;14;0;2;0
31543;Schollach;77.52525253;1.465798046;22.97520661;39.33884298;29.58677686;2.148760331;2.809917355;2.148760331;0.991735537;0;0;0;oevp;139;238;179;13;17;13;6;0;0;0
31546;Weiten;68.30357143;2.941176471;17.50841751;48.48484848;25.75757576;0.673400673;2.693602694;2.188552189;1.683501684;0.168350168;0.841750842;0;oevp;104;288;153;4;16;13;10;1;5;0
31549;Ybbs an der Donau;69.51909477;1.525940997;37.32782369;25.8953168;26.96280992;1.549586777;3.271349862;3.064738292;1.170798898;0.172176309;0.20661157;0.378787879;spoe;1084;752;783;45;95;89;34;5;6;11
31550;Zelking-Matzleinsdorf;80.3165183;2.339901478;23.45523329;45.77553594;19.41992434;1.765447667;4.665825977;3.15258512;0.882723834;0.126103405;0.504413619;0.25220681;oevp;186;363;154;14;37;25;7;1;4;2
31551;Texingtal;79.01716069;2.270483712;12.82828283;56.46464646;19.09090909;1.414141414;4.646464646;2.02020202;2.525252525;0.101010101;0.505050505;0.404040404;oevp;127;559;189;14;46;20;25;1;5;4
31552;Yspertal;69.36067551;0.869565217;23.59649123;36.57894737;30.87719298;1.578947368;4.298245614;1.578947368;0.877192982;0;0.175438596;0.438596491;oevp;269;417;352;18;49;18;10;0;2;5
31553;Emmersdorf an der Donau;71.32768362;1.782178218;27.31854839;35.18145161;23.18548387;3.427419355;5.745967742;3.629032258;1.008064516;0;0.504032258;0;oevp;271;349;230;34;57;36;10;0;5;0
31599;Wahlkarten - Melk;;0.92449923;26.5007776;36.7962675;20.48211509;4.432348367;4.712286159;4.479004666;1.539657854;0.077760498;0.684292379;0.295489891;oevp;1704;2366;1317;285;303;288;99;5;44;19
31600;Mistelbach;86.01614786;1.21394024;21.05120564;41.2664009;26.02275806;2.568022603;3.767852305;3.498858227;0.973410226;0.21674343;0.458644579;0.176104037;oevp;10878;21324;13447;1327;1947;1808;503;112;237;91
31601;Altlichtenwarth;75.51669316;0.631578947;18.8559322;42.16101695;32.62711864;0;3.177966102;1.906779661;0.63559322;0;0.63559322;0;oevp;89;199;154;0;15;9;3;0;3;0
31603;Asparn an der Zaya;80.5785124;1.196581197;22.57785467;40.05190311;28.63321799;1.211072664;3.114186851;2.85467128;0.865051903;0.346020761;0.173010381;0.173010381;oevp;261;463;331;14;36;33;10;4;2;2
31604;Bernhardsthal;77.34604106;1.421800948;26.15384615;36.25;29.71153846;0.961538462;2.5;3.365384615;0.865384615;0;0.096153846;0.096153846;oevp;272;377;309;10;26;35;9;0;1;1
31605;Bockfließ;78.93258427;0.59311981;26.73031026;38.90214797;22.55369928;1.551312649;3.221957041;5.250596659;1.07398568;0.238663484;0.357995227;0.119331742;oevp;224;326;189;13;27;44;9;2;3;1
31606;Drasenhofen;77.84090909;0.437956204;9.824046921;55.27859238;29.76539589;0.879765396;1.026392962;1.612903226;1.173020528;0.146627566;0.293255132;0;oevp;67;377;203;6;7;11;8;1;2;0
31608;Falkenstein;80.7106599;0.628930818;9.493670886;60.75949367;16.4556962;3.164556962;3.164556962;4.113924051;1.265822785;0;1.265822785;0.316455696;oevp;30;192;52;10;10;13;4;0;4;1
31609;Fallbach;74.96402878;1.151631478;14.75728155;63.30097087;15.53398058;1.359223301;1.747572816;1.941747573;0.970873786;0.194174757;0.194174757;0;oevp;76;326;80;7;9;10;5;1;1;0
31611;Gaubitsch;81.01604278;1.815181518;8.403361345;60.67226891;25.04201681;1.176470588;2.352941176;1.680672269;0.336134454;0.168067227;0.168067227;0;oevp;50;361;149;7;14;10;2;1;1;0
31612;Gaweinstal;76.02739726;1.201201201;19.97394703;39.81762918;30.52540165;1.606600087;3.603994789;2.95267043;0.564481112;0.130264872;0.607902736;0.21710812;oevp;460;917;703;37;83;68;13;3;14;5
31613;Gnadendorf;75.87628866;0.815217391;12.87671233;55.20547945;21.64383562;1.917808219;4.520547945;2.328767123;1.095890411;0;0.410958904;0;oevp;94;403;158;14;33;17;8;0;3;0
31614;Großebersdorf;80.44092708;1.124385102;17.0575693;41.43567875;29.63752665;1.776830135;4.264392324;4.548685146;0.497512438;0.355366027;0.426439232;0;oevp;240;583;417;25;60;64;7;5;6;0
31615;Großengersdorf;82.83450704;0.743889479;30.0856531;37.58029979;23.66167024;1.82012848;2.569593148;2.569593148;0.96359743;0.428265525;0.214132762;0.107066381;oevp;281;351;221;17;24;24;9;4;2;1
31616;Großharras;77.69633508;1.212938005;16.50750341;46.38472033;27.96725784;1.500682128;3.274215553;2.455661664;1.091405184;0.68212824;0.136425648;0;oevp;121;340;205;11;24;18;8;5;1;0
31617;Großkrut;80.8095952;1.484230056;21.56308851;42.37288136;28.24858757;1.31826742;2.824858757;1.883239171;0.941619586;0.094161959;0.753295669;0;oevp;229;450;300;14;30;20;10;1;8;0
31620;Hausbrunn;78.38616715;1.654411765;32.3364486;29.90654206;32.89719626;0.186915888;1.308411215;1.495327103;0.560747664;0.747663551;0.186915888;0.373831776;fpoe;173;160;176;1;7;8;3;4;1;2
31621;Herrnbaumgarten;78.06788512;1.170568562;12.18274112;51.43824027;29.27241963;1.353637902;2.876480541;1.353637902;1.015228426;0;0.338409475;0.169204738;oevp;72;304;173;8;17;8;6;0;2;1
31622;Hochleithen;79.87421384;0.918635171;25.03311258;40.66225166;24.50331126;1.986754967;3.57615894;3.311258278;0.662251656;0;0.132450331;0.132450331;oevp;189;307;185;15;27;25;5;0;1;1
31627;Kreuttal;80.92386655;1.479915433;26.07296137;38.41201717;23.49785408;3.111587983;3.326180258;4.506437768;0.751072961;0;0.214592275;0.107296137;oevp;243;358;219;29;31;42;7;0;2;1
31628;Kreuzstetten;76.57232704;0.616016427;25.51652893;34.91735537;25.7231405;2.582644628;3.719008264;5.578512397;0.929752066;0.41322314;0.309917355;0.309917355;oevp;247;338;249;25;36;54;9;4;3;3
31629;Laa an der Thaya;75.79953198;1.46642655;23.42036554;35.50913838;30.62663185;2.297650131;2.950391645;3.368146214;1.174934726;0.130548303;0.44386423;0.078328982;oevp;897;1360;1173;88;113;129;45;5;17;3
31630;Ladendorf;75.35923363;1.624293785;22.54127782;39.12419239;24.55132807;2.79971285;2.943287868;3.804737976;1.794687724;1.722900215;0.358937545;0.358937545;oevp;314;545;342;39;41;53;25;24;5;5
31633;Mistelbach;72.80130293;1.267710664;23.02114804;36.78247734;25.98187311;2.854984894;5.302114804;4.003021148;1.057401813;0.241691843;0.528700906;0.226586103;oevp;1524;2435;1720;189;351;265;70;16;35;15
31634;Neudorf bei Staatz;78.14113597;2.092511013;20.02249719;36.6704162;34.75815523;2.137232846;2.249718785;2.137232846;1.349831271;0.112485939;0.337457818;0.224971879;oevp;178;326;309;19;20;19;12;1;3;2
31636;Niederleis;75.06963788;0.556586271;23.88059701;39.73880597;26.11940299;2.425373134;4.850746269;1.679104478;0.559701493;0;0.559701493;0.186567164;oevp;128;213;140;13;26;9;3;0;3;1
31642;Pillichsdorf;82.6040555;1.033591731;22.97650131;40.8616188;19.58224543;6.135770235;4.308093995;3.65535248;1.174934726;0.391644909;0.783289817;0.130548303;oevp;176;313;150;47;33;28;9;3;6;1
31644;Poysdorf;75.54385161;1.121551985;17.1060699;48.65113427;26.82403433;1.19558553;2.299202943;2.544451257;0.827713059;0.122624157;0.306560392;0.122624157;oevp;558;1587;875;39;75;83;27;4;10;4
31645;Rabensburg;68.96929825;2.225755167;36.74796748;18.37398374;40.16260163;0.162601626;1.788617886;1.463414634;0.325203252;0;0.162601626;0.81300813;fpoe;226;113;247;1;11;9;2;0;1;5
31646;Schrattenberg;78.28054299;1.734104046;13.92156863;56.47058824;23.7254902;0.588235294;2.745098039;1.568627451;0.392156863;0;0.588235294;0;oevp;71;288;121;3;14;8;2;0;3;0
31649;Staatz;76.47058824;1.586042823;19.74214343;44.72199839;28.44480258;0.88638195;1.692183723;2.820306205;1.128122482;0;0.564061241;0;oevp;245;555;353;11;21;35;14;0;7;0
31650;Stronsdorf;81.09710897;1.919561243;12.30195713;48.555452;31.96644921;0.838769804;2.702702703;2.329916123;0.931966449;0.093196645;0.279589935;0;oevp;132;521;343;9;29;25;10;1;3;0
31651;Ulrichskirchen-Schleinbach;80.37249284;1.18835413;25.01503307;36.74082983;23.93265183;4.329524955;4.149128082;4.509921828;0.661455201;0.300661455;0.360793746;0;oevp;416;611;398;72;69;75;11;5;6;0
31652;Unterstinkenbrunn;79.44915254;1.6;10.29810298;59.07859079;25.20325203;1.62601626;1.62601626;0.81300813;0.81300813;0.27100271;0;0.27100271;oevp;38;218;93;6;6;3;3;1;0;1
31653;Wildendürnbach;78.6163522;1.4;12.88032454;52.73833671;27.28194726;0.912778905;3.448275862;1.21703854;0.912778905;0;0.507099391;0.101419878;oevp;127;520;269;9;34;12;9;0;5;1
31654;Wilfersdorf;78.52619459;2.052785924;21.55688623;36.15269461;32.11077844;1.422155689;3.068862275;3.892215569;1.122754491;0.149700599;0.149700599;0.374251497;oevp;288;483;429;19;41;52;15;2;2;5
31655;Wolkersdorf im Weinviertel;78.15187557;1.05361742;23.26076668;39.37529579;18.29152863;6.034074775;6.10506389;5.063890204;0.757217227;0.118315192;0.591575958;0.402271652;oevp;983;1664;773;255;258;214;32;5;25;17
31658;Ottenthal;77.89256198;1.856763926;9.72972973;64.32432432;19.72972973;0.27027027;2.972972973;1.081081081;0.540540541;0;0.810810811;0.540540541;oevp;36;238;73;1;11;4;2;0;3;2
31699;Wahlkarten - Mistelbach;;0.641025641;20.70046083;40.58986175;21.49308756;4.497695853;5.124423963;5.013824885;1.419354839;0.184331797;0.792626728;0.184331797;oevp;1123;2202;1166;244;278;272;77;10;43;10
31700;Mödling;84.98276325;0.74281876;24.95256293;34.70801322;19.14467312;4.543343551;8.420577737;6.328038958;0.958029802;0.100845242;0.689993764;0.153921686;oevp;18805;26157;14428;3424;6346;4769;722;76;520;116
31701;Achau;76.12359551;1.2300123;30.2615193;27.02366127;27.27272727;2.490660025;6.600249066;5.479452055;0.498132005;0.249066002;0.124533001;0;spoe;243;217;219;20;53;44;4;2;1;0
31702;Biedermannsdorf;75.42336083;0.978698906;21.45348837;38.48837209;21.10465116;3.255813953;7.73255814;6.279069767;1.279069767;0;0.290697674;0.11627907;oevp;369;662;363;56;133;108;22;0;5;2
31703;Breitenfurt bei Wien;75.32690247;0.540694365;26.20886981;34.59227468;18.39771102;4.320457797;8.268955651;6.638054363;0.658082976;0;0.686695279;0.228898426;oevp;916;1209;643;151;289;232;23;0;24;8
31704;Brunn am Gebirge;74.49780651;0.743840074;26.79156909;31.58469945;20.06245121;3.965651835;8.961748634;6.791569087;0.843091335;0.093676815;0.765027322;0.140515222;oevp;1716;2023;1285;254;574;435;54;6;49;9
31706;Gaaden;77.92615868;1.008064516;20.87576375;40.22403259;15.88594705;3.258655804;12.42362525;6.211812627;0.509164969;0.101832994;0.407331976;0.101832994;oevp;205;395;156;32;122;61;5;1;4;1
31707;Gießhübl;74.51895044;0.391236307;22.30950511;38.96307934;15.63236449;3.61351139;12.33307148;5.813040063;0.706991359;0.157109191;0.157109191;0.314218382;oevp;284;496;199;46;157;74;9;2;2;4
31709;Gumpoldskirchen;76.87262686;0.673551863;25.36166365;34.67450271;19.43942134;4.113924051;7.820976492;6.826401447;1.130198915;0.090415913;0.452079566;0.090415913;oevp;561;767;430;91;173;151;25;2;10;2
31710;Guntramsdorf;76.9421729;1.100778136;30.9345615;26.61677221;26.11782767;2.801765496;6.351947803;5.142966801;0.940318557;0.095950873;0.825177509;0.172711572;spoe;1612;1387;1361;146;331;268;49;5;43;9
31711;Hennersdorf;79.3764988;0.704934542;26.57200811;36.10547667;21.39959432;3.955375254;4.76673428;5.172413793;0.912778905;0;0.912778905;0.202839757;oevp;262;356;211;39;47;51;9;0;9;2
31712;Hinterbrühl;73.32439678;0.50274223;18.74138723;44.74046853;14.88286633;5.098759761;9.692237023;4.823151125;1.148369316;0.045934773;0.597152044;0.229673863;oevp;408;974;324;111;211;105;25;1;13;5
31713;Kaltenleutgeben;78.80820837;0.75112669;27.90110999;29.56609485;23.86478305;3.531786075;7.36629667;5.348133199;1.463168517;0;0.807265388;0.15136226;oevp;553;586;473;70;146;106;29;0;16;3
31714;Laab im Walde;73.67256637;0.900900901;24.24242424;41.66666667;11.21212121;5.909090909;8.333333333;6.666666667;0.606060606;0;1.363636364;0;oevp;160;275;74;39;55;44;4;0;9;0
31715;Laxenburg;72.52085264;1.214057508;24.45019405;41.461837;17.59379043;2.328589909;7.050452781;5.368693402;0.905562743;0.064683053;0.582147477;0.194049159;oevp;378;641;272;36;109;83;14;1;9;3
31716;Maria Enzersdorf;68.59541985;0.422880036;20.00447027;40.90299508;13.83549397;6.191327671;9.789897184;7.398301296;0.938757264;0.223513634;0.603486813;0.111756817;oevp;895;1830;619;277;438;331;42;10;27;5
31717;Mödling;69.13596696;0.973212565;25.77600467;33.1127761;17.22292498;6.198306899;8.718497616;6.928091856;0.84655055;0.165417924;0.866011482;0.165417924;oevp;2649;3403;1770;637;896;712;87;17;89;17
31718;Münchendorf;75.20805957;0.757134537;25.58685446;34.21361502;26.4084507;2.171361502;5.809859155;4.225352113;0.997652582;0.058685446;0.410798122;0.117370892;oevp;436;583;450;37;99;72;17;1;7;2
31719;Perchtoldsdorf;72.13184567;0.543157398;19.55360323;40.05698682;16.43120028;5.283153271;10.0557996;6.897779888;0.771696545;0.142467054;0.664846254;0.142467054;oevp;1647;3374;1384;445;847;581;65;12;56;12
31723;Vösendorf;69.51291658;0.794326241;29.99714041;25.76494138;30.11152416;2.173291393;5.204460967;4.460966543;1.401201029;0.085787818;0.629110666;0.171575636;fpoe;1049;901;1053;76;182;156;49;3;22;6
31725;Wiener Neudorf;73.59379329;1.110692771;30.87759376;26.65143727;24.50028555;3.179135732;6.624785837;6.472491909;0.799543118;0.133257186;0.552065486;0.20940415;spoe;1622;1400;1287;167;348;340;42;7;29;11
31726;Wienerwald;79.4384058;0.684150513;20.83811711;36.39494834;25.60275545;3.157290471;5.855338691;5.568312285;1.664753157;0;0.803673938;0.114810563;oevp;363;634;446;55;102;97;29;0;14;2
31799;Wahlkarten - Mödling;;0.434495136;23.49871929;38.36448155;13.36685324;6.062043449;9.809316004;6.81149796;1.128925149;0.056920596;0.777914809;0.123327957;oevp;2477;4044;1409;639;1034;718;119;6;82;13
31800;Neunkirchen;83.39341151;1.19266055;27.32483394;32.89229341;28.61759874;2.115920291;3.639025784;3.442611242;1.198128705;0.108920791;0.444611099;0.216055996;oevp;15303;18421;16027;1185;2038;1928;671;61;249;121
31801;Altendorf;78.29181495;1.363636364;6.912442396;53.91705069;30.87557604;0.460829493;2.304147465;2.764976959;1.382488479;0.460829493;0.460829493;0.460829493;oevp;15;117;67;1;5;6;3;1;1;1
31802;Aspang-Markt;73.58974359;1.567944251;25.04424779;40.08849558;24.69026549;1.150442478;3.539823009;3.539823009;1.504424779;0.088495575;0.088495575;0.265486726;oevp;283;453;279;13;40;40;17;1;1;3
31803;Aspangberg-St. Peter;76.66240409;1.334445371;15.04649197;46.40743872;30.85376162;1.014370245;1.944209637;2.958579882;1.437024514;0.084530854;0.169061708;0.084530854;oevp;178;549;365;12;23;35;17;1;2;1
31804;Breitenau;80.71146245;1.175318315;35.48067393;27.75024777;27.94846383;1.684836472;3.369672944;2.874132805;0.396432111;0.396432111;0.099108028;0;spoe;358;280;282;17;34;29;4;4;1;0
31805;Breitenstein;65.28301887;1.734104046;24.11764706;33.52941176;32.94117647;4.705882353;1.176470588;2.352941176;0.588235294;0;0.588235294;0;oevp;41;57;56;8;2;4;1;0;1;0
31806;Buchbach;79.71530249;0.892857143;37.83783784;36.03603604;18.46846847;1.801801802;0.900900901;3.603603604;1.351351351;0;0;0;spoe;84;80;41;4;2;8;3;0;0;0
31807;Edlitz;75.87096774;1.870748299;19.06412478;45.06065858;24.61005199;1.386481802;5.372616984;2.253032929;1.559792028;0.346620451;0;0.346620451;oevp;110;260;142;8;31;13;9;2;0;2
31808;Enzenreith;75.30235519;1.267962806;27.31164384;29.88013699;32.61986301;1.969178082;3.595890411;3.167808219;0.599315068;0;0.770547945;0.085616438;fpoe;319;349;381;23;42;37;7;0;9;1
31809;Feistritz am Wechsel;81.07798165;0.707213579;15.95441595;46.58119658;29.34472934;1.424501425;2.849002849;2.421652422;0.997150997;0.142450142;0.284900285;0;oevp;112;327;206;10;20;17;7;1;2;0
31810;Gloggnitz;71.56182213;1.66717187;28.79161529;27.86683107;31.99753391;2.096177559;3.205918619;3.79161529;1.202219482;0.277435265;0.55487053;0.215782984;fpoe;934;904;1038;68;104;123;39;9;18;7
31811;Grafenbach-St. Valentin;79.16431395;0.92724679;35.56515479;25.98992081;28.6537077;1.58387329;3.311735061;3.239740821;1.295896328;0;0.215982721;0.143988481;spoe;494;361;398;22;46;45;18;0;3;2
31812;Grimmenstein;78.0733945;1.292596945;27.38095238;40.5952381;24.16666667;0.595238095;3.928571429;2.142857143;0.595238095;0;0.238095238;0.357142857;oevp;230;341;203;5;33;18;5;0;2;3
31813;Grünbach am Schneeberg;71.41726049;0.88691796;32.88590604;26.06263982;29.86577181;1.901565996;2.684563758;3.691275168;2.125279642;0.111856823;0.559284116;0.111856823;spoe;294;233;267;17;24;33;19;1;5;1
31814;Kirchberg am Wechsel;77.80010045;0.83925113;13.4765625;47.52604167;29.55729167;1.692708333;3.059895833;2.994791667;1.041666667;0.065104167;0.260416667;0.325520833;oevp;207;730;454;26;47;46;16;1;4;5
31815;Mönichkirchen;70.41420118;0.840336134;13.84180791;49.15254237;28.53107345;1.129943503;1.694915254;3.389830508;1.694915254;0;0.564971751;0;oevp;49;174;101;4;6;12;6;0;2;0
31817;Natschbach-Loipersbach;78.48285923;1.579925651;19.07459868;42.49291785;28.04532578;2.171860246;3.305004721;3.116147309;0.944287063;0;0.755429651;0.094428706;oevp;202;450;297;23;35;33;10;0;8;1
31818;Neunkirchen;68.3196812;1.198963059;30.82978026;27.14004592;30.14102985;3.492948508;3.542144966;3.099376845;0.901935061;0.180387012;0.508363398;0.163988193;spoe;1880;1655;1838;213;216;189;55;11;31;10
31820;Otterthal;76.32135307;0.55401662;18.38440111;39.27576602;37.32590529;0.835654596;1.671309192;1.39275766;0.835654596;0;0;0.278551532;oevp;66;141;134;3;6;5;3;0;0;1
31821;Payerbach;68.49234393;1.54772141;29.95633188;30.3930131;26.37554585;1.572052402;3.930131004;4.454148472;2.183406114;0;0.349344978;0.786026201;oevp;343;348;302;18;45;51;25;0;4;9
31823;Pitten;74.55977757;1.491609695;26.24605678;31.86119874;29.14826498;2.271293375;4.921135647;3.596214511;1.388012618;0.063091483;0.441640379;0.063091483;oevp;416;505;462;36;78;57;22;1;7;1
31825;Prigglitz;74.30939227;0.743494424;21.72284644;36.70411985;32.58426966;1.498127341;1.872659176;3.745318352;1.872659176;0;0;0;oevp;58;98;87;4;5;10;5;0;0;0
31826;Puchberg am Schneeberg;74.58314556;1.268882175;29.86536108;32.31334149;29.31456548;0.673194614;2.753977968;3.671970624;0.856793146;0;0.367197062;0.183598531;oevp;488;528;479;11;45;60;14;0;6;3
31827;Raach am Hochgebirge;80.97345133;1.639344262;15;55;20.55555556;2.222222222;2.222222222;2.777777778;0;0;1.111111111;1.111111111;oevp;27;99;37;4;4;5;0;0;2;2
31829;Reichenau an der Rax;72.74904215;0.855826201;27.22443559;33.06772908;28.55245684;2.124833997;2.656042497;3.85126162;1.328021248;0.199203187;0.796812749;0.199203187;oevp;410;498;430;32;40;58;20;3;12;3
31830;St. Corona am Wechsel;80.13468013;0;4.201680672;51.2605042;38.23529412;2.100840336;2.941176471;1.260504202;0;0;0;0;oevp;10;122;91;5;7;3;0;0;0;0
31831;St. Egyden am Steinfeld;79.20209287;0.908340215;22.66666667;37.25;28.5;1.25;4.75;4.25;0.75;0;0.5;0.083333333;oevp;272;447;342;15;57;51;9;0;6;1
31832;Scheiblingkirchen-Thernberg;74.75853187;1.291989664;17.97556719;47.9930192;21.02966841;1.657940663;6.893542757;2.268760908;1.047120419;0.17452007;0.698080279;0.261780105;oevp;206;550;241;19;79;26;12;2;8;3
31833;Schottwien;71.3747646;0.791556728;20.21276596;35.10638298;36.17021277;1.861702128;2.393617021;1.063829787;1.329787234;0.265957447;1.329787234;0.265957447;fpoe;76;132;136;7;9;4;5;1;5;1
31834;Schrattenbach;74.5819398;1.793721973;21.00456621;36.52968037;28.31050228;1.826484018;5.936073059;2.283105023;3.652968037;0;0;0.456621005;oevp;46;80;62;4;13;5;8;0;0;1
31835;Schwarzau am Steinfeld;76.67342799;0.529100529;28.63475177;28.81205674;33.33333333;1.241134752;3.634751773;2.925531915;0.886524823;0;0.177304965;0.354609929;fpoe;323;325;376;14;41;33;10;0;2;4
31836;Schwarzau im Gebirge;72.12475634;3.243243243;27.09497207;33.79888268;30.44692737;0.558659218;2.793296089;2.793296089;1.675977654;0;0.279329609;0.558659218;oevp;97;121;109;2;10;10;6;0;1;2
31837;Seebenstein;77.39965096;1.578354002;28.40778923;31.3860252;29.66781214;1.718213058;3.665521191;3.550973654;1.145475372;0.114547537;0.229095074;0.114547537;oevp;248;274;259;15;32;31;10;1;2;1
31838;Semmering;65.34883721;0;26.69039146;33.4519573;28.46975089;0.355871886;4.982206406;3.202846975;1.779359431;0.355871886;0.355871886;0.355871886;oevp;75;94;80;1;14;9;5;1;1;1
31839;Ternitz;74.81358014;1.17260788;35.09729473;21.48789748;31.68011391;2.313716184;3.500237304;3.808732795;1.340768866;0.09492169;0.49833887;0.177978168;spoe;2958;1811;2670;195;295;321;113;8;42;15
31840;Thomasberg;79.49709865;1.459854015;19.13580247;42.4691358;30.61728395;1.358024691;2.592592593;2.345679012;0.740740741;0.12345679;0.12345679;0.49382716;oevp;155;344;248;11;21;19;6;1;1;4
31841;Trattenbach;80.2690583;1.117318436;12.14689266;45.48022599;38.4180791;0;1.412429379;1.694915254;0.564971751;0;0;0.282485876;oevp;43;161;136;0;5;6;2;0;0;1
31842;Bürg-Vöstenhof;80;0;20.53571429;39.28571429;27.67857143;3.571428571;1.785714286;5.357142857;0.892857143;0;0;0.892857143;oevp;23;44;31;4;2;6;1;0;0;1
31843;Warth;80.68635275;0.989119683;17.38261738;51.14885115;23.47652348;1.598401598;2.997002997;1.998001998;0.599400599;0;0.4995005;0.2997003;oevp;174;512;235;16;30;20;6;0;5;3
31844;Wartmannstetten;84.3633656;1.147396293;21.69642857;43.83928571;23.66071429;1.160714286;5.267857143;3.214285714;0.892857143;0.178571429;0;0.089285714;oevp;243;491;265;13;59;36;10;2;0;1
31845;Willendorf;76.88378033;0.664451827;21.73913043;32.94314381;29.26421405;2.675585284;4.682274247;5.183946488;2.341137124;0.334448161;0.16722408;0.668896321;oevp;130;197;175;16;28;31;14;2;1;4
31846;Wimpassing im Schwarzatale;71.44039735;1.042873696;41.80327869;16.62763466;30.56206089;3.512880562;2.459016393;2.341920375;1.522248244;0.117096019;0.93676815;0.117096019;spoe;357;142;261;30;21;20;13;1;8;1
31847;Würflach;77.13414634;1.877470356;26.48539778;35.04531722;26.08257805;1.913393756;4.028197382;4.128902316;1.913393756;0.100704935;0.201409869;0.100704935;oevp;263;348;259;19;40;41;19;1;2;1
31848;Zöbern;81.62926018;2.036659878;13.61746362;51.97505198;25.88357588;0.727650728;4.054054054;2.806652807;0.51975052;0.103950104;0.103950104;0.207900208;oevp;131;500;249;7;39;27;5;1;1;2
31849;Höflein an der Hohen Wand;74.93540052;1.206896552;34.03141361;26.35253054;25.65445026;1.396160558;3.490401396;5.933682373;2.443280977;0;0.17452007;0.523560209;spoe;195;151;147;8;20;34;14;0;1;3
31899;Wahlkarten - Neunkirchen;;0.855274191;28.41677943;34.47225981;22.14140731;3.416779432;4.786874154;4.414749662;1.319350474;0.067658999;0.710419486;0.253721245;oevp;1680;2038;1309;202;283;261;78;4;42;15
31900;Sankt Pölten(Land);85.4756266;1.126747555;24.74867184;34.33708915;24.6996322;3.335863156;5.506451048;4.927316247;1.529569736;0.12143149;0.584972853;0.209002277;oevp;21196;29408;21154;2857;4716;4220;1310;104;501;179
31901;Altlengbach;73.8556338;1.013110846;21.13184828;32.99217339;30.52378085;2.227573751;5.298013245;4.695966285;2.347983143;0;0.541842264;0.240818784;oevp;351;548;507;37;88;78;39;0;9;4
31902;Asperhofen;75.7771261;1.780185759;14.89361702;37.43104807;35.3821907;1.812450749;4.176516942;3.467297084;2.127659574;0.236406619;0.394011032;0.078802206;oevp;189;475;449;23;53;44;27;3;5;1
31903;Böheimkirchen;78.90644595;1.144310235;24.98392283;34.30868167;26.49517685;3.633440514;4.180064309;3.826366559;1.800643087;0.225080386;0.38585209;0.160771704;oevp;777;1067;824;113;130;119;56;7;12;5
31904;Brand-Laaben;74.42094663;1.353179973;18.79286694;34.70507545;28.66941015;3.29218107;4.938271605;4.938271605;3.566529492;0.411522634;0.411522634;0.274348422;oevp;137;253;209;24;36;36;26;3;3;2
31905;Eichgraben;73.72685185;0.588697017;24.99013028;30.39873668;21.51598895;6.750888275;6.119226214;7.500986972;1.816028425;0;0.710619818;0.197394394;oevp;633;770;545;171;155;190;46;0;18;5
31906;Frankenfels;80.67692308;2.36460717;21.25;46.015625;25.15625;1.796875;3.046875;1.953125;0.46875;0;0.078125;0.234375;oevp;272;589;322;23;39;25;6;0;1;3
31907;Gerersdorf;82.01811125;0.94637224;20.38216561;49.84076433;20.06369427;0.955414013;4.140127389;3.503184713;0.955414013;0;0;0.159235669;oevp;128;313;126;6;26;22;6;0;0;1
31909;Hofstetten-Grünau;80.31716418;1.567944251;17.93510324;44.71976401;25.84070796;2.005899705;4.247787611;3.421828909;1.061946903;0.05899705;0.353982301;0.353982301;oevp;304;758;438;34;72;58;18;1;6;6
31910;Hafnerbach;79.53386744;1.282051282;21.89239332;41.28014842;24.39703154;2.319109462;3.525046382;4.081632653;1.669758813;0.092764378;0.556586271;0.185528757;oevp;236;445;263;25;38;44;18;1;6;2
31911;Haunoldstein;79.9779978;1.237964237;23.67688022;34.67966574;31.05849582;2.646239554;3.064066852;2.924791086;0.974930362;0.139275766;0.557103064;0.278551532;oevp;170;249;223;19;22;21;7;1;4;2
