iso;spoe;oevp;fpoe;gruene;neos;pilz;gilt;floe;kpoe;weisse;abgegebene;ungueltige;gueltige
30635;125;243;129;20;32;34;6;2;5;1;604;7;597
30636;212;298;226;14;35;41;6;0;2;0;848;14;834
30637;403;308;253;11;57;61;12;1;7;2;1127;12;1115
30639;3479;2261;3027;203;505;416;139;13;45;23;10244;133;10111
30641;823;392;577;34;96;69;19;4;13;0;2046;19;2027
30645;278;278;290;16;53;45;29;5;9;2;1017;12;1005
30646;249;212;395;10;48;32;19;1;6;1;979;6;973
30699;2449;3185;1876;392;593;554;135;3;58;23;9325;57;9268
30700;17641;16864;17759;1283;2199;2456;572;70;331;101;59862;586;59276
30701;93;247;227;4;11;10;5;0;0;0;608;11;597
30702;200;266;313;12;20;33;6;2;4;0;866;10;856
30703;128;145;90;5;8;11;1;1;0;0;392;3;389
30704;1427;1083;1236;134;139;167;35;4;16;7;4300;52;4248
30706;556;579;607;28;62;77;17;5;9;0;1958;18;1940
30708;141;402;230;8;45;34;15;1;3;0;887;8;879
30709;364;359;334;21;40;45;15;0;6;0;1197;13;1184
30710;664;854;888;43;68;72;12;6;9;7;2644;21;2623
30711;360;345;326;28;40;49;11;2;5;1;1175;8;1167
30712;152;330;252;19;18;15;5;0;2;4;802;5;797
30713;229;346;327;9;25;22;10;2;2;1;979;6;973
30715;135;122;109;6;9;13;1;0;0;0;399;4;395
30716;868;500;609;43;70;78;25;6;13;7;2239;20;2219
30718;223;231;206;13;29;30;3;1;5;1;749;7;742
30719;177;363;250;11;23;23;8;1;3;0;865;6;859
30721;222;335;262;19;24;27;10;1;4;1;916;11;905
30722;148;335;145;17;21;41;8;1;1;0;734;17;717
30724;432;302;410;17;36;33;11;0;5;0;1253;7;1246
30726;430;647;501;31;54;66;21;1;15;1;1784;17;1767
30728;101;193;133;3;11;12;5;0;2;1;467;6;461
30729;722;408;568;30;72;63;16;1;8;3;1907;16;1891
30730;839;620;938;39;113;127;30;1;60;12;2808;29;2779
30731;506;426;455;39;59;80;21;0;4;2;1610;18;1592
30732;1158;1045;1273;84;167;171;42;6;18;6;4015;45;3970
30733;194;90;115;7;8;20;3;5;5;1;455;7;448
30734;341;243;314;19;46;54;11;0;4;4;1046;10;1036
30735;823;890;764;78;174;142;37;1;21;5;2965;30;2935
30736;303;301;370;38;52;53;8;1;6;2;1148;14;1134
30737;298;370;286;17;43;45;8;0;2;0;1077;8;1069
30738;83;219;93;15;20;16;3;0;1;0;457;7;450
30739;368;251;352;7;50;34;11;1;3;1;1087;9;1078
30740;2788;1787;2890;241;311;440;84;16;51;21;8710;81;8629
30741;230;245;359;22;35;43;9;0;6;0;966;17;949
30799;1938;1985;1527;176;296;310;65;4;38;13;6397;45;6352
30800;16861;20651;19415;1248;2151;2400;562;75;281;89;64358;625;63733
30801;4;65;23;4;8;8;0;0;0;1;113;0;113
30802;17;38;8;0;8;4;5;0;1;1;82;0;82
30803;651;545;567;22;48;44;14;2;11;4;1922;14;1908
30804;344;437;250;29;47;52;17;2;3;2;1200;17;1183
30805;259;407;253;19;34;26;7;2;4;2;1031;18;1013
30808;1237;1277;1465;135;231;231;42;5;28;9;4701;41;4660
30810;203;223;199;13;8;24;7;1;2;0;691;11;680
30811;421;358;478;10;38;34;11;0;6;2;1377;19;1358
30812;124;186;186;8;13;21;5;0;2;1;554;8;546
30813;122;323;216;16;22;16;4;1;0;0;722;2;720
30814;261;418;426;12;29;38;12;2;6;4;1221;13;1208
30817;1621;1504;1807;162;220;273;47;5;29;7;5728;53;5675
30819;27;63;44;8;9;2;0;1;0;0;156;2;154
30821;1631;1778;1814;140;255;278;45;7;20;7;6022;47;5975
30822;5;32;15;0;2;1;1;0;0;0;56;0;56
30824;168;357;173;15;20;28;5;1;2;2;783;12;771
30825;167;286;176;9;22;20;3;0;2;0;694;9;685
30826;139;321;239;9;12;20;7;2;1;0;759;9;750
30827;615;315;539;19;21;45;6;2;15;0;1590;13;1577
30828;109;281;138;14;16;24;6;0;2;0;596;6;590
30829;208;310;143;6;18;19;7;0;0;2;726;13;713
30830;346;496;646;16;39;28;19;1;2;0;1605;12;1593
30831;486;403;515;23;58;56;14;3;8;0;1581;15;1566
30834;35;101;56;3;6;11;2;0;0;0;215;1;214
30835;495;364;559;22;44;51;19;4;8;5;1583;12;1571
30836;155;173;153;5;15;25;6;1;0;3;543;7;536
30838;394;564;499;31;47;67;14;0;6;2;1644;20;1624
30841;149;312;245;11;26;16;2;1;2;0;775;11;764
30842;266;251;329;8;24;28;8;0;7;1;935;13;922
30844;244;375;341;18;34;38;8;4;6;1;1079;10;1069
30845;154;321;284;5;11;16;5;0;3;1;809;9;800
30846;10;68;22;1;9;3;1;0;0;0;115;1;114
30848;201;298;234;11;32;22;7;0;3;2;818;8;810
30849;76;168;69;6;9;7;1;0;0;0;338;2;336
30850;295;230;219;8;23;10;7;1;1;0;804;10;794
30852;300;373;358;19;47;44;11;0;5;0;1172;15;1157
30854;101;251;223;7;25;12;5;0;4;2;634;4;630
30856;1511;1197;1796;99;168;214;56;6;31;4;5118;36;5082
30857;106;397;201;14;14;18;5;1;0;1;769;12;757
30858;280;251;411;8;25;25;13;1;4;1;1029;10;1019
30859;100;218;166;6;19;8;1;1;1;0;527;7;520
30860;302;381;336;14;37;66;9;2;3;2;1164;12;1152
30863;610;1497;938;54;75;76;24;10;11;7;3349;47;3302
30865;92;300;119;6;18;12;9;0;0;1;560;3;557
30899;1820;2138;1537;203;265;339;65;6;42;12;6468;41;6427
30900;6743;9406;6681;458;806;680;240;56;98;50;25646;428;25218
30902;234;131;217;13;27;17;5;2;2;1;655;6;649
30903;402;196;280;6;18;27;8;1;4;3;964;19;945
30904;77;180;151;5;8;14;2;1;1;0;445;6;439
30906;96;181;103;7;12;6;5;1;1;0;417;5;412
30908;914;929;786;48;105;98;12;0;11;0;2938;35;2903
30909;312;563;391;20;30;29;13;0;5;1;1386;22;1364
30910;206;321;210;11;26;23;17;3;2;4;841;18;823
30912;93;393;229;15;18;17;6;0;5;1;795;18;777
30913;75;157;133;12;16;24;4;1;2;3;434;7;427
30915;61;105;107;4;6;4;2;3;1;0;300;7;293
30916;677;799;627;44;62;57;28;8;9;4;2339;24;2315
30917;115;157;95;1;12;9;2;0;1;1;395;2;393
30920;236;312;219;16;18;27;9;0;1;3;857;16;841
30921;134;388;213;13;35;12;10;1;1;1;831;23;808
30925;295;530;337;20;38;28;9;18;6;0;1306;25;1281
30929;59;198;111;4;10;6;3;0;2;1;397;3;394
30932;139;285;188;8;17;12;7;2;3;5;689;23;666
30935;1096;931;818;49;78;60;31;6;9;5;3141;58;3083
30939;102;326;161;6;21;14;8;2;3;5;667;19;648
30940;114;371;190;9;25;12;7;1;1;1;751;20;731
30942;320;751;332;32;65;46;10;0;4;3;1584;21;1563
30999;986;1202;783;115;159;138;42;6;24;8;3514;51;3463
31000;6962;15124;8606;715;1256;1169;306;102;163;47;34921;471;34450
31001;103;178;148;4;13;20;2;0;0;1;471;2;469
31008;358;758;458;34;62;54;23;4;9;2;1787;25;1762
31009;147;509;250;14;28;26;11;2;6;0;1013;20;993
31014;134;326;205;10;25;8;6;1;2;0;729;12;717
31015;232;498;299;16;31;26;11;5;3;1;1139;17;1122
31016;155;408;230;6;9;16;4;0;3;0;847;16;831
31018;216;372;320;10;35;25;5;2;3;1;1005;16;989
31019;111;397;180;15;42;19;11;1;2;0;790;12;778
31021;160;409;195;10;24;22;5;0;4;4;843;10;833
31022;1230;2736;1684;181;284;288;56;46;41;6;6635;83;6552
31025;91;133;92;6;5;11;4;1;1;1;350;5;345
31026;221;528;293;16;38;47;13;2;8;2;1175;7;1168
31028;129;371;216;14;21;18;8;1;1;3;791;9;782
31033;158;261;186;5;12;8;4;2;3;0;649;10;639
31035;196;426;193;14;30;25;9;1;2;1;912;15;897
31036;179;462;258;13;25;27;8;0;2;1;992;17;975
31037;489;1062;512;67;123;100;13;3;10;0;2422;43;2379
31038;117;288;164;20;18;19;5;0;2;0;644;11;633
31041;137;295;91;10;28;15;3;1;1;0;591;10;581
31042;185;186;174;5;5;10;7;1;4;0;582;5;577
31043;225;714;334;22;52;34;11;1;6;3;1425;23;1402
31051;279;665;406;25;56;65;8;8;4;5;1543;22;1521
31052;407;660;390;23;45;38;13;1;5;5;1607;20;1587
31053;451;872;556;46;81;59;16;1;16;4;2141;39;2102
31099;852;1610;772;129;164;189;50;18;25;7;3838;22;3816
31100;3794;10332;5361;430;872;592;256;27;75;26;22080;315;21765
31101;69;223;148;11;19;13;8;1;1;1;506;12;494
31102;43;319;128;4;21;17;5;0;0;0;545;8;537
31103;125;464;199;17;24;13;15;0;3;2;872;10;862
31104;98;335;236;11;32;17;7;1;3;0;746;6;740
31105;493;847;440;46;97;62;21;1;6;4;2048;31;2017
31106;436;878;614;50;80;80;37;1;10;1;2216;29;2187
31107;108;438;241;7;24;23;5;2;3;0;863;12;851
31109;630;1488;943;75;167;94;62;3;13;7;3537;55;3482
31110;117;481;259;8;20;8;6;5;2;1;926;19;907
31111;36;291;103;4;18;5;3;1;2;1;470;6;464
31113;82;239;103;11;11;9;4;2;0;0;469;8;461
31114;116;278;123;5;14;11;2;1;2;0;562;10;552
31117;61;239;142;5;22;14;3;0;0;1;498;11;487
31119;17;227;63;5;9;15;2;0;0;1;341;2;339
31120;130;347;148;4;19;20;5;0;1;0;688;14;674
31121;72;216;141;5;21;9;4;1;4;0;481;8;473
31123;113;465;205;13;26;14;3;3;3;2;855;8;847
31124;316;396;260;18;30;21;12;2;3;0;1077;19;1058
31129;103;663;195;14;33;16;5;1;7;0;1058;21;1037
31130;97;229;107;9;9;12;9;0;1;2;479;4;475
31199;532;1269;563;108;176;119;38;2;11;3;2843;22;2821
31200;13746;21109;14339;1864;3392;3063;596;86;325;119;59174;535;58639
31201;608;1091;448;88;245;180;19;5;10;8;2724;22;2702
31202;257;426;253;20;57;57;9;2;4;1;1098;12;1086
31203;294;874;527;37;70;62;33;2;8;2;1929;20;1909
31204;139;482;237;25;38;44;11;0;8;3;1003;16;987
31205;205;647;296;35;58;68;15;5;6;5;1362;22;1340
31206;291;496;313;23;70;37;8;3;3;1;1250;5;1245
31207;454;1001;629;80;124;117;26;9;9;3;2477;25;2452
31208;412;937;650;40;89;75;26;8;13;6;2274;18;2256
31213;1809;2247;1596;246;436;363;53;4;55;16;6881;56;6825
31214;1067;1739;958;210;376;354;44;7;25;5;4819;34;4785
31215;133;330;198;21;35;27;14;2;3;3;779;13;766
31216;750;1128;637;82;182;141;28;2;13;5;2994;26;2968
31224;149;393;259;12;38;31;12;1;2;1;910;12;898
31226;397;1010;631;47;134;95;25;2;13;3;2381;24;2357
31227;383;338;342;35;60;78;12;0;9;3;1274;14;1260
31228;102;324;165;18;19;28;6;1;3;0;671;5;666
31229;230;270;225;23;46;46;12;1;5;0;872;14;858
31230;2503;2595;2465;293;463;439;100;14;57;15;9028;84;8944
31234;179;402;241;22;48;43;11;1;3;4;965;11;954
31235;1622;1728;1917;136;318;311;49;6;38;15;6188;48;6140
31299;1762;2651;1352;371;486;467;83;11;38;20;7295;54;7241
31300;8173;16267;10000;1051;1864;1407;455;55;180;90;40121;579;39542
31301;133;136;99;6;7;17;3;5;3;3;416;4;412
31302;136;331;183;8;14;18;5;1;0;0;712;16;696
31303;179;360;206;19;32;30;7;0;6;3;852;10;842
31304;113;280;103;13;33;19;6;0;1;1;583;14;569
31308;395;843;453;47;77;95;30;2;10;1;1975;22;1953
31309;485;683;390;46;85;63;21;1;8;3;1814;29;1785
31310;339;496;414;19;52;39;14;1;7;0;1407;26;1381
31311;411;966;723;47;86;60;11;4;13;6;2363;36;2327
31315;319;419;343;24;48;47;16;1;6;6;1250;21;1229
31319;115;329;200;22;24;27;10;2;6;2;755;18;737
31321;67;210;165;7;13;10;4;0;2;0;491;13;478
31322;840;1719;1223;155;267;166;54;10;20;8;4527;65;4462
31323;203;362;246;15;53;25;12;0;4;2;933;11;922
31324;173;652;396;14;47;17;18;1;10;4;1348;16;1332
31326;102;293;131;22;24;11;1;1;6;1;600;8;592
31327;473;842;519;63;95;95;28;1;4;4;2161;37;2124
31330;210;357;197;7;43;24;7;1;0;0;859;13;846
31333;514;488;411;33;67;53;17;3;4;8;1612;14;1598
31336;104;457;307;19;41;26;9;2;3;2;994;24;970
31337;344;468;313;44;63;43;11;0;1;5;1307;15;1292
31338;144;331;126;19;43;19;8;1;2;1;711;17;694
31340;95;357;230;6;12;19;12;0;7;0;750;12;738
31343;302;420;308;23;58;48;4;1;6;0;1189;19;1170
31344;168;543;261;19;54;29;13;0;3;2;1103;11;1092
31346;180;438;231;37;52;46;19;6;2;3;1025;11;1014
31347;99;270;105;9;37;24;3;0;2;1;555;5;550
31350;97;414;252;12;10;24;5;0;0;2;829;13;816
31351;196;480;180;16;56;45;8;0;1;3;996;11;985
31355;190;507;354;50;49;42;24;1;3;3;1241;18;1223
31356;133;210;178;26;43;24;7;0;5;2;633;5;628
31399;914;1606;753;204;279;202;68;10;35;14;4130;45;4085
31400;4892;5926;4414;370;587;580;240;17;87;38;17407;256;17151
31401;55;161;59;4;12;8;3;0;1;0;307;4;303
31402;135;323;190;19;17;26;12;0;3;3;744;16;728
31403;629;700;596;34;70;54;32;1;10;4;2152;22;2130
31404;361;233;212;11;19;30;9;2;7;1;900;15;885
31405;89;258;220;11;28;17;10;0;3;0;643;7;636
31406;50;278;153;10;9;11;8;0;1;2;529;7;522
31407;345;553;364;66;48;60;15;4;10;4;1490;21;1469
31408;40;139;72;1;12;12;1;0;1;0;284;6;278
31409;100;197;144;4;15;15;9;0;1;2;498;11;487
31410;255;372;260;30;37;41;16;1;5;1;1032;14;1018
31411;386;341;295;9;34;29;25;0;6;3;1150;22;1128
31412;700;781;647;41;94;90;42;1;10;8;2453;39;2414
31413;752;370;519;26;45;49;15;6;11;2;1826;31;1795
31414;274;511;329;22;45;32;7;2;2;2;1239;13;1226
31499;721;709;354;82;102;106;36;0;16;6;2160;28;2132
31500;12514;19155;14098;1129;2064;1525;678;71;234;120;52342;754;51588
31502;135;368;167;8;21;19;2;2;1;1;742;18;724
31503;193;517;324;15;60;22;15;1;7;6;1167;7;1160
31504;204;325;174;17;30;18;7;1;1;1;783;5;778
31505;248;477;560;22;56;41;16;1;6;1;1443;15;1428
31506;87;146;128;2;4;7;2;0;0;1;382;5;377
31507;273;537;533;30;50;32;26;0;13;4;1526;28;1498
31508;158;240;198;14;17;23;12;2;2;1;673;6;667
31509;373;90;344;13;14;22;16;2;2;0;892;16;876
31511;325;378;249;15;34;23;14;4;2;1;1059;14;1045
31513;118;608;309;24;46;19;7;0;3;2;1160;24;1136
31514;248;724;374;35;84;52;38;0;11;6;1597;25;1572
31515;74;356;159;13;23;24;10;0;5;3;679;12;667
31516;225;159;150;13;20;16;9;2;4;3;614;13;601
31517;265;267;236;8;33;33;17;0;2;1;875;13;862
31519;281;223;226;14;33;22;6;4;1;2;825;13;812
31520;714;568;636;35;88;66;24;5;20;3;2192;33;2159
31521;306;896;479;44;77;53;33;6;11;3;1931;23;1908
31522;311;245;311;12;19;24;9;0;1;2;948;14;934
31523;128;219;148;11;30;16;4;0;3;0;569;10;559
31524;633;1092;716;115;184;112;37;3;9;3;2929;25;2904
31525;248;376;329;9;28;15;13;0;1;1;1037;17;1020
31527;306;288;382;24;41;32;10;2;9;2;1111;15;1096
31528;169;271;158;5;14;17;7;0;0;0;653;12;641
31530;468;307;345;27;40;30;15;0;11;4;1262;15;1247
31531;249;218;225;12;22;17;3;1;3;0;764;14;750
31533;523;552;597;39;78;74;26;3;4;8;1923;19;1904
31534;266;664;423;18;37;31;9;2;5;3;1483;25;1458
31535;130;336;193;10;19;9;12;1;0;0;727;17;710
31537;159;654;446;26;54;42;23;8;3;4;1450;31;1419
31539;298;736;592;35;86;56;30;6;11;10;1889;29;1860
31540;288;394;309;13;40;15;8;2;8;1;1097;19;1078
31541;108;352;142;7;19;13;3;0;2;2;660;12;648
31542;119;240;179;17;43;28;14;0;2;0;650;8;642
31543;139;238;179;13;17;13;6;0;0;0;614;9;605
31546;104;288;153;4;16;13;10;1;5;0;612;18;594
31549;1084;752;783;45;95;89;34;5;6;11;2949;45;2904
31550;186;363;154;14;37;25;7;1;4;2;812;19;793
31551;127;559;189;14;46;20;25;1;5;4;1013;23;990
31552;269;417;352;18;49;18;10;0;2;5;1150;10;1140
31553;271;349;230;34;57;36;10;0;5;0;1010;18;992
31599;1704;2366;1317;285;303;288;99;5;44;19;6490;60;6430
31600;10878;21324;13447;1327;1947;1808;503;112;237;91;52309;635;51674
31601;89;199;154;0;15;9;3;0;3;0;475;3;472
31603;261;463;331;14;36;33;10;4;2;2;1170;14;1156
31604;272;377;309;10;26;35;9;0;1;1;1055;15;1040
31605;224;326;189;13;27;44;9;2;3;1;843;5;838
31606;67;377;203;6;7;11;8;1;2;0;685;3;682
31608;30;192;52;10;10;13;4;0;4;1;318;2;316
31609;76;326;80;7;9;10;5;1;1;0;521;6;515
31611;50;361;149;7;14;10;2;1;1;0;606;11;595
31612;460;917;703;37;83;68;13;3;14;5;2331;28;2303
31613;94;403;158;14;33;17;8;0;3;0;736;6;730
31614;240;583;417;25;60;64;7;5;6;0;1423;16;1407
31615;281;351;221;17;24;24;9;4;2;1;941;7;934
31616;121;340;205;11;24;18;8;5;1;0;742;9;733
31617;229;450;300;14;30;20;10;1;8;0;1078;16;1062
31620;173;160;176;1;7;8;3;4;1;2;544;9;535
31621;72;304;173;8;17;8;6;0;2;1;598;7;591
31622;189;307;185;15;27;25;5;0;1;1;762;7;755
31627;243;358;219;29;31;42;7;0;2;1;946;14;932
31628;247;338;249;25;36;54;9;4;3;3;974;6;968
31629;897;1360;1173;88;113;129;45;5;17;3;3887;57;3830
31630;314;545;342;39;41;53;25;24;5;5;1416;23;1393
31633;1524;2435;1720;189;351;265;70;16;35;15;6705;85;6620
31634;178;326;309;19;20;19;12;1;3;2;908;19;889
31636;128;213;140;13;26;9;3;0;3;1;539;3;536
31642;176;313;150;47;33;28;9;3;6;1;774;8;766
31644;558;1587;875;39;75;83;27;4;10;4;3299;37;3262
31645;226;113;247;1;11;9;2;0;1;5;629;14;615
31646;71;288;121;3;14;8;2;0;3;0;519;9;510
31649;245;555;353;11;21;35;14;0;7;0;1261;20;1241
31650;132;521;343;9;29;25;10;1;3;0;1094;21;1073
31651;416;611;398;72;69;75;11;5;6;0;1683;20;1663
31652;38;218;93;6;6;3;3;1;0;1;375;6;369
31653;127;520;269;9;34;12;9;0;5;1;1000;14;986
31654;288;483;429;19;41;52;15;2;2;5;1364;28;1336
31655;983;1664;773;255;258;214;32;5;25;17;4271;45;4226
31658;36;238;73;1;11;4;2;0;3;2;377;7;370
31699;1123;2202;1166;244;278;272;77;10;43;10;5460;35;5425
31700;18805;26157;14428;3424;6346;4769;722;76;520;116;75927;564;75363
31701;243;217;219;20;53;44;4;2;1;0;813;10;803
31702;369;662;363;56;133;108;22;0;5;2;1737;17;1720
31703;916;1209;643;151;289;232;23;0;24;8;3514;19;3495
31704;1716;2023;1285;254;574;435;54;6;49;9;6453;48;6405
31706;205;395;156;32;122;61;5;1;4;1;992;10;982
31707;284;496;199;46;157;74;9;2;2;4;1278;5;1273
31709;561;767;430;91;173;151;25;2;10;2;2227;15;2212
31710;1612;1387;1361;146;331;268;49;5;43;9;5269;58;5211
31711;262;356;211;39;47;51;9;0;9;2;993;7;986
31712;408;974;324;111;211;105;25;1;13;5;2188;11;2177
31713;553;586;473;70;146;106;29;0;16;3;1997;15;1982
31714;160;275;74;39;55;44;4;0;9;0;666;6;660
31715;378;641;272;36;109;83;14;1;9;3;1565;19;1546
31716;895;1830;619;277;438;331;42;10;27;5;4493;19;4474
31717;2649;3403;1770;637;896;712;87;17;89;17;10378;101;10277
31718;436;583;450;37;99;72;17;1;7;2;1717;13;1704
31719;1647;3374;1384;445;847;581;65;12;56;12;8469;46;8423
31723;1049;901;1053;76;182;156;49;3;22;6;3525;28;3497
31725;1622;1400;1287;167;348;340;42;7;29;11;5312;59;5253
31726;363;634;446;55;102;97;29;0;14;2;1754;12;1742
31799;2477;4044;1409;639;1034;718;119;6;82;13;10587;46;10541
31800;15303;18421;16027;1185;2038;1928;671;61;249;121;56680;676;56004
31801;15;117;67;1;5;6;3;1;1;1;220;3;217
31802;283;453;279;13;40;40;17;1;1;3;1148;18;1130
31803;178;549;365;12;23;35;17;1;2;1;1199;16;1183
31804;358;280;282;17;34;29;4;4;1;0;1021;12;1009
31805;41;57;56;8;2;4;1;0;1;0;173;3;170
31806;84;80;41;4;2;8;3;0;0;0;224;2;222
31807;110;260;142;8;31;13;9;2;0;2;588;11;577
31808;319;349;381;23;42;37;7;0;9;1;1183;15;1168
31809;112;327;206;10;20;17;7;1;2;0;707;5;702
31810;934;904;1038;68;104;123;39;9;18;7;3299;55;3244
31811;494;361;398;22;46;45;18;0;3;2;1402;13;1389
31812;230;341;203;5;33;18;5;0;2;3;851;11;840
31813;294;233;267;17;24;33;19;1;5;1;902;8;894
31814;207;730;454;26;47;46;16;1;4;5;1549;13;1536
31815;49;174;101;4;6;12;6;0;2;0;357;3;354
31817;202;450;297;23;35;33;10;0;8;1;1076;17;1059
31818;1880;1655;1838;213;216;189;55;11;31;10;6172;74;6098
31820;66;141;134;3;6;5;3;0;0;1;361;2;359
31821;343;348;302;18;45;51;25;0;4;9;1163;18;1145
31823;416;505;462;36;78;57;22;1;7;1;1609;24;1585
31825;58;98;87;4;5;10;5;0;0;0;269;2;267
31826;488;528;479;11;45;60;14;0;6;3;1655;21;1634
31827;27;99;37;4;4;5;0;0;2;2;183;3;180
31829;410;498;430;32;40;58;20;3;12;3;1519;13;1506
31830;10;122;91;5;7;3;0;0;0;0;238;0;238
31831;272;447;342;15;57;51;9;0;6;1;1211;11;1200
31832;206;550;241;19;79;26;12;2;8;3;1161;15;1146
31833;76;132;136;7;9;4;5;1;5;1;379;3;376
31834;46;80;62;4;13;5;8;0;0;1;223;4;219
31835;323;325;376;14;41;33;10;0;2;4;1134;6;1128
31836;97;121;109;2;10;10;6;0;1;2;370;12;358
31837;248;274;259;15;32;31;10;1;2;1;887;14;873
31838;75;94;80;1;14;9;5;1;1;1;281;0;281
31839;2958;1811;2670;195;295;321;113;8;42;15;8528;100;8428
31840;155;344;248;11;21;19;6;1;1;4;822;12;810
31841;43;161;136;0;5;6;2;0;0;1;358;4;354
31842;23;44;31;4;2;6;1;0;0;1;112;0;112
31843;174;512;235;16;30;20;6;0;5;3;1011;10;1001
31844;243;491;265;13;59;36;10;2;0;1;1133;13;1120
31845;130;197;175;16;28;31;14;2;1;4;602;4;598
31846;357;142;261;30;21;20;13;1;8;1;863;9;854
31847;263;348;259;19;40;41;19;1;2;1;1012;19;993
31848;131;500;249;7;39;27;5;1;1;2;982;20;962
31849;195;151;147;8;20;34;14;0;1;3;580;7;573
31899;1680;2038;1309;202;283;261;78;4;42;15;5963;51;5912
31900;21196;29408;21154;2857;4716;4220;1310;104;501;179;86621;976;85645
31901;351;548;507;37;88;78;39;0;9;4;1678;17;1661
31902;189;475;449;23;53;44;27;3;5;1;1292;23;1269
31903;777;1067;824;113;130;119;56;7;12;5;3146;36;3110
31904;137;253;209;24;36;36;26;3;3;2;739;10;729
31905;633;770;545;171;155;190;46;0;18;5;2548;15;2533
31906;272;589;322;23;39;25;6;0;1;3;1311;31;1280
31907;128;313;126;6;26;22;6;0;0;1;634;6;628
31909;304;758;438;34;72;58;18;1;6;6;1722;27;1695
31910;236;445;263;25;38;44;18;1;6;2;1092;14;1078
31911;170;249;223;19;22;21;7;1;4;2;727;9;718
31912;1502;1172;1284;180;165;165;48;7;29;9;4634;73;4561
31913;218;337;278;15;37;36;6;0;8;3;950;12;938
31915;132;385;253;10;45;27;12;0;4;0;881;13;868
31916;300;515;383;30;69;49;17;1;12;0;1398;22;1376
31917;169;330;216;24;59;45;65;1;2;1;919;7;912
31918;412;801;496;33;95;71;34;3;9;7;1986;25;1961
31919;313;440;336;23;62;62;22;1;5;8;1290;18;1272
31920;79;154;92;5;5;10;13;0;1;1;367;7;360
31921;405;575;399;87;116;120;24;5;12;5;1763;15;1748
31922;274;483;360;31;42;56;12;0;9;4;1283;12;1271
31923;53;277;172;7;39;13;10;1;1;0;586;13;573
31925;224;367;221;24;57;41;17;0;3;3;967;10;957
31926;1000;1534;1138;183;268;216;76;11;30;9;4503;38;4465
31927;179;319;233;16;49;45;11;1;1;1;863;8;855
31928;258;476;320;23;50;39;15;2;3;5;1211;20;1191
31929;912;882;695;65;108;107;45;2;9;5;2873;43;2830
31930;249;660;385;44;85;38;12;1;8;1;1504;21;1483
31932;278;316;226;20;56;36;13;2;3;3;966;13;953
31934;439;899;588;37;119;78;25;2;10;2;2219;20;2199
31935;332;617;436;26;74;50;20;0;4;5;1586;22;1564
31938;112;345;150;12;30;26;7;0;3;0;690;5;685
31939;56;111;87;0;0;0;4;2;0;0;264;4;260
31940;239;247;224;12;36;22;17;1;2;1;811;10;801
31941;65;207;132;8;20;17;18;0;0;0;475;8;467
31943;1068;1025;1062;66;150;119;40;6;19;10;3635;70;3565
31945;304;240;202;14;35;22;11;0;5;1;848;14;834
31946;83;389;272;12;33;20;15;3;6;0;842;9;833
31947;1216;980;1009;97;151;154;34;6;28;5;3722;42;3680
31948;427;444;446;31;73;61;37;2;8;2;1555;24;1531
31949;661;890;610;97;212;158;19;4;12;7;2691;21;2670
31950;459;740;406;95;171;177;28;1;18;1;2108;12;2096
31951;968;1202;876;176;331;231;56;4;27;10;3906;25;3881
31952;1408;1301;963;233;403;423;68;2;44;8;4885;32;4853
31953;371;508;289;69;117;105;20;3;12;4;1507;9;1498
31954;187;344;247;52;74;83;11;1;8;1;1016;8;1008
31999;2647;3429;1762;525;621;661;179;13;82;26;10028;83;9945
32000;5899;12078;6882;694;1205;852;370;26;123;84;28599;386;28213
32001;642;598;430;39;43;54;20;2;5;7;1869;29;1840
32002;305;602;296;19;54;25;5;1;2;4;1328;15;1313
32003;303;441;268;19;45;37;19;0;7;6;1159;14;1145
32004;118;551;217;9;22;21;18;2;1;1;977;17;960
32005;308;426;261;21;43;29;10;0;5;7;1124;14;1110
32006;219;1030;501;30;49;42;19;2;13;4;1934;25;1909
32007;55;72;35;2;3;2;1;0;0;0;174;4;170
32008;574;1304;957;59;155;109;61;6;9;6;3282;42;3240
32009;116;725;278;30;46;14;9;1;5;5;1254;25;1229
32010;75;371;155;16;33;9;4;0;4;4;679;8;671
32011;111;361;232;5;18;23;10;1;1;2;785;21;764
32012;79;437;279;8;17;14;8;2;2;2;860;12;848
32013;643;988;436;109;155;99;33;0;18;10;2518;27;2491
32014;191;733;334;40;72;52;20;3;5;5;1478;23;1455
32015;92;429;260;12;31;19;5;0;0;2;867;17;850
32016;712;564;540;53;98;74;31;2;11;6;2116;25;2091
32017;415;755;598;43;98;63;26;3;12;4;2046;29;2017
32018;137;473;285;25;41;18;10;1;0;4;1004;10;994
32099;804;1218;520;155;182;148;61;0;23;5;3145;29;3116
32100;14446;23845;15421;2522;4161;3651;771;78;359;119;66067;694;65373
32101;326;399;325;20;58;50;15;6;5;2;1224;18;1206
32104;313;775;516;28;57;51;19;2;3;3;1807;40;1767
32106;277;457;431;23;55;68;23;2;11;4;1365;14;1351
32107;469;669;575;38;89;76;29;2;4;2;1979;26;1953
32109;120;290;146;16;21;18;7;3;3;0;631;7;624
32110;449;789;572;45;77;59;17;3;11;3;2055;30;2025
32112;264;504;351;37;60;68;23;0;8;4;1337;18;1319
32114;456;913;629;47;122;93;26;2;9;5;2334;32;2302
32115;192;307;239;11;36;36;9;0;5;1;847;11;836
32116;331;512;337;42;67;66;24;2;5;1;1406;19;1387
